Date,Time,Locality_Name,Crime_Type
2020-07-12 15:00:00,12-07-2020 20:44,Madhapur,FIREARM OFFENSE
2020-07-12 16:00:00,13-07-2020 05:06,Charminar,EXTORTION
2020-07-12 17:00:00,13-07-2020 07:24,Madhapur,FRAUD
2020-07-12 18:00:00,13-07-2020 04:26,Nampally,FRAUD
2020-07-12 19:00:00,13-07-2020 05:27,Afzalgunj,VANDALISM
2020-07-12 20:00:00,13-07-2020 11:28,Charminar,ASSAULT
2020-07-12 21:00:00,13-07-2020 14:28,Malakpet,DOMESTIC VIOLENCE
2020-07-12 22:00:00,12-07-2020 23:30,Falaknuma,ROBBERY
2020-07-12 23:00:00,13-07-2020 19:35,Basheerbagh,BURGLARY
2020-07-13 00:00:00,13-07-2020 21:06,Pathargatti,DOMESTIC VIOLENCE
2020-07-13 01:00:00,13-07-2020 22:58,Musheerabad,FRAUD
2020-07-13 02:00:00,13-07-2020 08:41,Kachiguda,PUBLIC INTOXICATION
2020-07-13 03:00:00,13-07-2020 15:02,Pathargatti,TRAFFIC VIOLATION
2020-07-13 04:00:00,13-07-2020 17:42,Patancheru,KIDNAPPING
2020-07-13 05:00:00,13-07-2020 13:57,gachibowli,IDENTITY THEFT
2020-07-13 06:00:00,13-07-2020 06:22,Madhapur,VANDALISM
2020-07-13 07:00:00,13-07-2020 13:03,Hyderguda,IDENTITY THEFT
2020-07-13 08:00:00,13-07-2020 19:11,Ibrahimpatnam,VEHICLE - STOLEN
2020-07-13 09:00:00,14-07-2020 01:24,Ameerpet,ASSAULT
2020-07-13 10:00:00,13-07-2020 14:30,Secunderabad,HOMICIDE
2020-07-13 11:00:00,14-07-2020 10:21,gachibowli,ROBBERY
2020-07-13 12:00:00,14-07-2020 01:40,Begum Bazar,KIDNAPPING
2020-07-13 13:00:00,13-07-2020 21:45,Charminar,FRAUD
2020-07-13 14:00:00,14-07-2020 01:21,Falaknuma,HOMICIDE
2020-07-13 15:00:00,13-07-2020 22:35,Saidabad,FIREARM OFFENSE
2020-07-13 16:00:00,13-07-2020 23:24,L B Nagar,ROBBERY
2020-07-13 17:00:00,13-07-2020 20:55,Falaknuma,FRAUD
2020-07-13 18:00:00,14-07-2020 17:54,Uppal,FIREARM OFFENSE
2020-07-13 19:00:00,14-07-2020 16:03,Malakpet,DOMESTIC VIOLENCE
2020-07-13 20:00:00,14-07-2020 16:50,Ameerpet,FRAUD
2020-07-13 21:00:00,14-07-2020 07:59,Charminar,EXTORTION
2020-07-13 22:00:00,14-07-2020 03:19,Falaknuma,VEHICLE - STOLEN
2020-07-13 23:00:00,14-07-2020 19:25,Afzalgunj,TRAFFIC VIOLATION
2020-07-14 00:00:00,14-07-2020 15:06,Basheerbagh,COUNTERFEITING
2020-07-14 01:00:00,14-07-2020 05:48,Charminar,EXTORTION
2020-07-14 02:00:00,14-07-2020 07:30,Basheerbagh,SEXUAL ASSAULT
2020-07-14 03:00:00,14-07-2020 06:20,Madhapur,SEXUAL ASSAULT
2020-07-14 04:00:00,14-07-2020 10:15,Falaknuma,KIDNAPPING
2020-07-14 05:00:00,14-07-2020 15:45,Saidabad,ARSON
2020-07-14 06:00:00,15-07-2020 04:11,Malakpet,ROBBERY
2020-07-14 07:00:00,14-07-2020 18:35,Basheerbagh,FIREARM OFFENSE
2020-07-14 08:00:00,14-07-2020 22:19,Kachiguda,COUNTERFEITING
2020-07-14 09:00:00,15-07-2020 01:29,Falaknuma,ILLEGAL POSSESSION
2020-07-14 10:00:00,15-07-2020 01:01,Falaknuma,TRAFFIC VIOLATION
2020-07-14 11:00:00,15-07-2020 10:53,Madhapur,BURGLARY
2020-07-14 12:00:00,15-07-2020 02:47,Madhapur,BURGLARY
2020-07-14 13:00:00,15-07-2020 00:47,Madhapur,ROBBERY
2020-07-14 14:00:00,14-07-2020 17:08,Saidabad,ROBBERY
2020-07-14 15:00:00,15-07-2020 06:41,Ameerpet,DOMESTIC VIOLENCE
2020-07-14 16:00:00,15-07-2020 00:55,Falaknuma,TRAFFIC VIOLATION
2020-07-14 17:00:00,15-07-2020 13:00,Madhapur,KIDNAPPING
2020-07-14 18:00:00,15-07-2020 03:19,L B Nagar,SHOPLIFTING
2020-07-14 19:00:00,15-07-2020 08:37,L B Nagar,ILLEGAL POSSESSION
2020-07-14 20:00:00,14-07-2020 22:23,Secunderabad,ILLEGAL POSSESSION
2020-07-14 21:00:00,15-07-2020 07:23,Falaknuma,BURGLARY
2020-07-14 22:00:00,15-07-2020 03:42,Begum Bazar,PUBLIC INTOXICATION
2020-07-14 23:00:00,15-07-2020 18:26,Ameerpet,VEHICLE - STOLEN
2020-07-15 00:00:00,15-07-2020 01:59,Hyderguda,HOMICIDE
2020-07-15 01:00:00,15-07-2020 08:12,Madhapur,ASSAULT
2020-07-15 02:00:00,15-07-2020 09:46,Basheerbagh,HOMICIDE
2020-07-15 03:00:00,15-07-2020 13:39,Basheerbagh,VANDALISM
2020-07-15 04:00:00,16-07-2020 00:40,Saidabad,CYBERCRIME
2020-07-15 05:00:00,16-07-2020 03:12,gachibowli,CYBERCRIME
2020-07-15 06:00:00,16-07-2020 03:32,Jahanuma,VEHICLE - STOLEN
2020-07-15 07:00:00,16-07-2020 05:25,Falaknuma,CYBERCRIME
2020-07-15 08:00:00,15-07-2020 16:32,Saidabad,ILLEGAL POSSESSION
2020-07-15 09:00:00,15-07-2020 12:19,Nacharam,EXTORTION
2020-07-15 10:00:00,15-07-2020 14:03,gachibowli,COUNTERFEITING
2020-07-15 11:00:00,16-07-2020 07:21,Madhapur,FIREARM OFFENSE
2020-07-15 12:00:00,15-07-2020 22:06,Hyderguda,CYBERCRIME
2020-07-15 13:00:00,15-07-2020 22:03,Kukatpally,HOMICIDE
2020-07-15 14:00:00,16-07-2020 05:14,Malakpet,TRAFFIC VIOLATION
2020-07-15 15:00:00,16-07-2020 12:41,Charminar,DRUG OFFENSE
2020-07-15 16:00:00,15-07-2020 22:00,Patancheru,IDENTITY THEFT
2020-07-15 17:00:00,16-07-2020 01:00,Ibrahimpatnam,FRAUD
2020-07-15 18:00:00,16-07-2020 14:12,Nacharam,IDENTITY THEFT
2020-07-15 19:00:00,16-07-2020 01:41,Falaknuma,IDENTITY THEFT
2020-07-15 20:00:00,16-07-2020 18:24,Charminar,FIREARM OFFENSE
2020-07-15 21:00:00,16-07-2020 08:15,Hyderguda,PUBLIC INTOXICATION
2020-07-15 22:00:00,15-07-2020 22:52,Falaknuma,DRUG OFFENSE
2020-07-15 23:00:00,16-07-2020 04:09,Madhapur,KIDNAPPING
2020-07-16 00:00:00,16-07-2020 22:02,Dilsukhnagar,ARSON
2020-07-16 01:00:00,16-07-2020 10:32,Pathargatti,BURGLARY
2020-07-16 02:00:00,16-07-2020 06:55,Falaknuma,SHOPLIFTING
2020-07-16 03:00:00,16-07-2020 16:43,Musheerabad,VANDALISM
2020-07-16 04:00:00,16-07-2020 12:04,Lingampally,FRAUD
2020-07-16 05:00:00,16-07-2020 22:04,Falaknuma,DRUG OFFENSE
2020-07-16 06:00:00,16-07-2020 07:29,Falaknuma,ARSON
2020-07-16 07:00:00,16-07-2020 09:52,Falaknuma,DOMESTIC VIOLENCE
2020-07-16 08:00:00,16-07-2020 19:05,Basheerbagh,PUBLIC INTOXICATION
2020-07-16 09:00:00,16-07-2020 16:03,Nampally,SEXUAL ASSAULT
2020-07-16 10:00:00,17-07-2020 01:33,Jahanuma,KIDNAPPING
2020-07-16 11:00:00,17-07-2020 10:30,Kukatpally,HOMICIDE
2020-07-16 12:00:00,16-07-2020 20:38,Uppal,PUBLIC INTOXICATION
2020-07-16 13:00:00,17-07-2020 07:09,Shamshabad,TRAFFIC VIOLATION
2020-07-16 14:00:00,17-07-2020 07:05,Ibrahimpatnam,DOMESTIC VIOLENCE
2020-07-16 15:00:00,17-07-2020 08:52,Basheerbagh,PUBLIC INTOXICATION
2020-07-16 16:00:00,17-07-2020 13:39,Kachiguda,PUBLIC INTOXICATION
2020-07-16 17:00:00,17-07-2020 06:24,Nampally,FRAUD
2020-07-16 18:00:00,16-07-2020 19:39,Madhapur,ILLEGAL POSSESSION
2020-07-16 19:00:00,17-07-2020 08:59,Kachiguda,ARSON
2020-07-16 20:00:00,17-07-2020 12:15,Falaknuma,DRUG OFFENSE
2020-07-16 21:00:00,16-07-2020 21:42,Musheerabad,FIREARM OFFENSE
2020-07-16 22:00:00,17-07-2020 10:30,Nampally,DRUG OFFENSE
2020-07-16 23:00:00,17-07-2020 06:25,L B Nagar,DOMESTIC VIOLENCE
2020-07-17 00:00:00,17-07-2020 02:32,Charminar,FIREARM OFFENSE
2020-07-17 01:00:00,17-07-2020 21:01,Charminar,ARSON
2020-07-17 02:00:00,17-07-2020 22:01,Falaknuma,FIREARM OFFENSE
2020-07-17 03:00:00,17-07-2020 18:25,Ameerpet,ARSON
2020-07-17 04:00:00,17-07-2020 14:15,Ameerpet,COUNTERFEITING
2020-07-17 05:00:00,17-07-2020 06:28,Charminar,PUBLIC INTOXICATION
2020-07-17 06:00:00,17-07-2020 22:43,Patancheru,ARSON
2020-07-17 07:00:00,17-07-2020 14:11,Nacharam,DOMESTIC VIOLENCE
2020-07-17 08:00:00,17-07-2020 17:46,Madhapur,KIDNAPPING
2020-07-17 09:00:00,18-07-2020 01:31,Nacharam,VEHICLE - STOLEN
2020-07-17 10:00:00,17-07-2020 17:39,Madhapur,ILLEGAL POSSESSION
2020-07-17 11:00:00,17-07-2020 21:28,Lingampally,CYBERCRIME
2020-07-17 12:00:00,17-07-2020 17:22,Falaknuma,COUNTERFEITING
2020-07-17 13:00:00,18-07-2020 02:55,Uppal,ILLEGAL POSSESSION
2020-07-17 14:00:00,17-07-2020 23:53,Hyderguda,ROBBERY
2020-07-17 15:00:00,18-07-2020 08:28,Charminar,ARSON
2020-07-17 16:00:00,18-07-2020 02:03,Charminar,HOMICIDE
2020-07-17 17:00:00,18-07-2020 13:51,Basheerbagh,DOMESTIC VIOLENCE
2020-07-17 18:00:00,18-07-2020 07:58,Uppal,ROBBERY
2020-07-17 19:00:00,18-07-2020 12:56,Hyderguda,ARSON
2020-07-17 20:00:00,18-07-2020 13:13,Charminar,DOMESTIC VIOLENCE
2020-07-17 21:00:00,17-07-2020 22:43,Charminar,VEHICLE - STOLEN
2020-07-17 22:00:00,18-07-2020 10:51,gachibowli,ASSAULT
2020-07-17 23:00:00,18-07-2020 18:45,Kachiguda,ASSAULT
2020-07-18 00:00:00,18-07-2020 14:12,Hyderguda,EXTORTION
2020-07-18 01:00:00,18-07-2020 18:19,Shamshabad,BURGLARY
2020-07-18 02:00:00,19-07-2020 00:41,Ibrahimpatnam,ASSAULT
2020-07-18 03:00:00,18-07-2020 05:52,Pathargatti,ASSAULT
2020-07-18 04:00:00,19-07-2020 03:37,Kachiguda,DOMESTIC VIOLENCE
2020-07-18 05:00:00,18-07-2020 15:04,Basheerbagh,PUBLIC INTOXICATION
2020-07-18 06:00:00,18-07-2020 21:31,Charminar,SHOPLIFTING
2020-07-18 07:00:00,18-07-2020 21:45,Falaknuma,KIDNAPPING
2020-07-18 08:00:00,18-07-2020 16:42,Ibrahimpatnam,TRAFFIC VIOLATION
2020-07-18 09:00:00,18-07-2020 14:34,Begum Bazar,KIDNAPPING
2020-07-18 10:00:00,18-07-2020 19:33,Charminar,VEHICLE - STOLEN
2020-07-18 11:00:00,19-07-2020 03:06,Jahanuma,TRAFFIC VIOLATION
2020-07-18 12:00:00,18-07-2020 12:51,Madhapur,TRAFFIC VIOLATION
2020-07-18 13:00:00,18-07-2020 22:52,Charminar,COUNTERFEITING
2020-07-18 14:00:00,18-07-2020 18:28,Madhapur,TRAFFIC VIOLATION
2020-07-18 15:00:00,18-07-2020 20:04,Hyderguda,DOMESTIC VIOLENCE
2020-07-18 16:00:00,18-07-2020 20:27,Charminar,BURGLARY
2020-07-18 17:00:00,19-07-2020 08:58,Pathargatti,EXTORTION
2020-07-18 18:00:00,19-07-2020 16:10,Madhapur,HOMICIDE
2020-07-18 19:00:00,19-07-2020 08:01,L B Nagar,VANDALISM
2020-07-18 20:00:00,19-07-2020 11:48,Saidabad,DOMESTIC VIOLENCE
2020-07-18 21:00:00,19-07-2020 01:59,Basheerbagh,HOMICIDE
2020-07-18 22:00:00,19-07-2020 11:43,Ameerpet,VANDALISM
2020-07-18 23:00:00,19-07-2020 10:55,Charminar,IDENTITY THEFT
2020-07-19 00:00:00,19-07-2020 01:18,Basheerbagh,CYBERCRIME
2020-07-19 01:00:00,19-07-2020 07:23,Madhapur,HOMICIDE
2020-07-19 02:00:00,19-07-2020 04:05,Kachiguda,ROBBERY
2020-07-19 03:00:00,20-07-2020 02:45,Basheerbagh,COUNTERFEITING
2020-07-19 04:00:00,19-07-2020 06:57,L B Nagar,ROBBERY
2020-07-19 05:00:00,19-07-2020 16:23,Ameerpet,TRAFFIC VIOLATION
2020-07-19 06:00:00,19-07-2020 12:05,Falaknuma,BURGLARY
2020-07-19 07:00:00,19-07-2020 22:11,Uppal,BURGLARY
2020-07-19 08:00:00,19-07-2020 16:16,Falaknuma,PUBLIC INTOXICATION
2020-07-19 09:00:00,19-07-2020 11:41,Basheerbagh,HOMICIDE
2020-07-19 10:00:00,19-07-2020 13:19,Falaknuma,IDENTITY THEFT
2020-07-19 11:00:00,19-07-2020 19:25,Hyderguda,FRAUD
2020-07-19 12:00:00,19-07-2020 17:47,Madhapur,ARSON
2020-07-19 13:00:00,19-07-2020 14:18,Falaknuma,ROBBERY
2020-07-19 14:00:00,20-07-2020 11:05,Charminar,SHOPLIFTING
2020-07-19 15:00:00,20-07-2020 03:44,Basheerbagh,PUBLIC INTOXICATION
2020-07-19 16:00:00,20-07-2020 03:43,Kachiguda,BURGLARY
2020-07-19 17:00:00,20-07-2020 16:21,Uppal,TRAFFIC VIOLATION
2020-07-19 18:00:00,20-07-2020 04:15,Shamshabad,IDENTITY THEFT
2020-07-19 19:00:00,20-07-2020 17:45,Kishan Bagh,FIREARM OFFENSE
2020-07-19 20:00:00,20-07-2020 07:17,Lingampally,ROBBERY
2020-07-19 21:00:00,20-07-2020 12:22,Charminar,HOMICIDE
2020-07-19 22:00:00,20-07-2020 02:50,Madhapur,KIDNAPPING
2020-07-19 23:00:00,20-07-2020 07:08,Malakpet,SEXUAL ASSAULT
2020-07-20 00:00:00,20-07-2020 11:59,Basheerbagh,ARSON
2020-07-20 01:00:00,20-07-2020 01:31,Ameerpet,BURGLARY
2020-07-20 02:00:00,20-07-2020 02:10,Shamshabad,VEHICLE - STOLEN
2020-07-20 03:00:00,21-07-2020 01:55,Patancheru,VEHICLE - STOLEN
2020-07-20 04:00:00,20-07-2020 23:51,Madhapur,BURGLARY
2020-07-20 05:00:00,20-07-2020 23:28,Ameerpet,IDENTITY THEFT
2020-07-20 06:00:00,20-07-2020 15:22,Ameerpet,BURGLARY
2020-07-20 07:00:00,20-07-2020 17:12,Falaknuma,SHOPLIFTING
2020-07-20 08:00:00,20-07-2020 22:51,Malakpet,SHOPLIFTING
2020-07-20 09:00:00,21-07-2020 00:15,Secunderabad,TRAFFIC VIOLATION
2020-07-20 10:00:00,21-07-2020 09:33,Ameerpet,DOMESTIC VIOLENCE
2020-07-20 11:00:00,21-07-2020 10:16,Malakpet,FRAUD
2020-07-20 12:00:00,21-07-2020 01:21,Saidabad,SHOPLIFTING
2020-07-20 13:00:00,20-07-2020 14:24,Madhapur,KIDNAPPING
2020-07-20 14:00:00,20-07-2020 14:04,Basheerbagh,TRAFFIC VIOLATION
2020-07-20 15:00:00,21-07-2020 07:20,Falaknuma,FRAUD
2020-07-20 16:00:00,21-07-2020 15:28,Uppal,SHOPLIFTING
2020-07-20 17:00:00,21-07-2020 02:47,Madhapur,COUNTERFEITING
2020-07-20 18:00:00,21-07-2020 12:33,Madhapur,VANDALISM
2020-07-20 19:00:00,21-07-2020 14:19,Saidabad,VEHICLE - STOLEN
2020-07-20 20:00:00,21-07-2020 00:07,Kachiguda,CYBERCRIME
2020-07-20 21:00:00,21-07-2020 20:33,Ibrahimpatnam,DRUG OFFENSE
2020-07-20 22:00:00,21-07-2020 16:43,Hyderguda,TRAFFIC VIOLATION
2020-07-20 23:00:00,21-07-2020 05:30,Madhapur,BURGLARY
2020-07-21 00:00:00,21-07-2020 17:06,Dilsukhnagar,ASSAULT
2020-07-21 01:00:00,21-07-2020 14:06,Basheerbagh,ASSAULT
2020-07-21 02:00:00,21-07-2020 05:11,Shamshabad,EXTORTION
2020-07-21 03:00:00,22-07-2020 00:04,Falaknuma,PUBLIC INTOXICATION
2020-07-21 04:00:00,22-07-2020 02:25,Charminar,COUNTERFEITING
2020-07-21 05:00:00,21-07-2020 19:15,L B Nagar,DOMESTIC VIOLENCE
2020-07-21 06:00:00,21-07-2020 18:55,L B Nagar,ROBBERY
2020-07-21 07:00:00,21-07-2020 21:33,Afzalgunj,ASSAULT
2020-07-21 08:00:00,21-07-2020 20:17,Patancheru,EXTORTION
2020-07-21 09:00:00,22-07-2020 05:20,Patancheru,ILLEGAL POSSESSION
2020-07-21 10:00:00,21-07-2020 15:45,Ameerpet,SHOPLIFTING
2020-07-21 11:00:00,21-07-2020 19:00,Saidabad,IDENTITY THEFT
2020-07-21 12:00:00,22-07-2020 04:50,Uppal,KIDNAPPING
2020-07-21 13:00:00,21-07-2020 17:48,Hyderguda,VANDALISM
2020-07-21 14:00:00,21-07-2020 20:37,Patancheru,ILLEGAL POSSESSION
2020-07-21 15:00:00,22-07-2020 10:20,Hyderguda,PUBLIC INTOXICATION
2020-07-21 16:00:00,22-07-2020 12:51,Madhapur,SEXUAL ASSAULT
2020-07-21 17:00:00,22-07-2020 01:02,Basheerbagh,VANDALISM
2020-07-21 18:00:00,22-07-2020 08:37,Kukatpally,ILLEGAL POSSESSION
2020-07-21 19:00:00,22-07-2020 06:05,Patancheru,SEXUAL ASSAULT
2020-07-21 20:00:00,22-07-2020 04:52,Begum Bazar,ASSAULT
2020-07-21 21:00:00,22-07-2020 10:23,Hyderguda,IDENTITY THEFT
2020-07-21 22:00:00,22-07-2020 13:00,Falaknuma,COUNTERFEITING
2020-07-21 23:00:00,22-07-2020 21:29,Charminar,SEXUAL ASSAULT
2020-07-22 00:00:00,22-07-2020 10:28,Shamshabad,ARSON
2020-07-22 01:00:00,22-07-2020 16:00,Falaknuma,IDENTITY THEFT
2020-07-22 02:00:00,22-07-2020 11:01,Kachiguda,SHOPLIFTING
2020-07-22 03:00:00,22-07-2020 22:20,Begum Bazar,ASSAULT
2020-07-22 04:00:00,22-07-2020 08:56,Hyderguda,HOMICIDE
2020-07-22 05:00:00,23-07-2020 04:01,Basheerbagh,KIDNAPPING
2020-07-22 06:00:00,23-07-2020 02:08,Uppal,CYBERCRIME
2020-07-22 07:00:00,23-07-2020 06:48,Hyderguda,TRAFFIC VIOLATION
2020-07-22 08:00:00,22-07-2020 23:01,Falaknuma,FRAUD
2020-07-22 09:00:00,23-07-2020 01:23,Hyderguda,BURGLARY
2020-07-22 10:00:00,23-07-2020 00:11,Musheerabad,TRAFFIC VIOLATION
2020-07-22 11:00:00,23-07-2020 06:07,Shamshabad,KIDNAPPING
2020-07-22 12:00:00,22-07-2020 12:35,Madhapur,FRAUD
2020-07-22 13:00:00,23-07-2020 12:12,Hyderguda,SEXUAL ASSAULT
2020-07-22 14:00:00,23-07-2020 07:39,Musheerabad,FIREARM OFFENSE
2020-07-22 15:00:00,23-07-2020 10:47,Hyderguda,DOMESTIC VIOLENCE
2020-07-22 16:00:00,23-07-2020 02:10,L B Nagar,KIDNAPPING
2020-07-22 17:00:00,23-07-2020 03:33,Basheerbagh,SEXUAL ASSAULT
2020-07-22 18:00:00,23-07-2020 07:22,Falaknuma,DOMESTIC VIOLENCE
2020-07-22 19:00:00,23-07-2020 12:23,Saidabad,SEXUAL ASSAULT
2020-07-22 20:00:00,23-07-2020 17:25,Ibrahimpatnam,DOMESTIC VIOLENCE
2020-07-22 21:00:00,23-07-2020 05:43,Patancheru,ILLEGAL POSSESSION
2020-07-22 22:00:00,23-07-2020 18:09,Charminar,ARSON
2020-07-22 23:00:00,23-07-2020 04:06,Kachiguda,FRAUD
2020-07-23 00:00:00,23-07-2020 07:55,Charminar,CYBERCRIME
2020-07-23 01:00:00,23-07-2020 12:23,Jahanuma,ASSAULT
2020-07-23 02:00:00,23-07-2020 17:48,Jahanuma,DOMESTIC VIOLENCE
2020-07-23 03:00:00,23-07-2020 11:04,Madhapur,CYBERCRIME
2020-07-23 04:00:00,23-07-2020 15:53,Kachiguda,KIDNAPPING
2020-07-23 05:00:00,24-07-2020 01:14,Kachiguda,TRAFFIC VIOLATION
2020-07-23 06:00:00,23-07-2020 16:56,Kanchanbagh,PUBLIC INTOXICATION
2020-07-23 07:00:00,23-07-2020 13:40,Musheerabad,VANDALISM
2020-07-23 08:00:00,23-07-2020 13:56,Saidabad,EXTORTION
2020-07-23 09:00:00,23-07-2020 19:10,L B Nagar,ASSAULT
2020-07-23 10:00:00,23-07-2020 20:22,Patancheru,VANDALISM
2020-07-23 11:00:00,23-07-2020 22:02,L B Nagar,TRAFFIC VIOLATION
2020-07-23 12:00:00,23-07-2020 15:25,Falaknuma,VEHICLE - STOLEN
2020-07-23 13:00:00,23-07-2020 20:53,Kachiguda,ILLEGAL POSSESSION
2020-07-23 14:00:00,23-07-2020 16:33,Madhapur,BURGLARY
2020-07-23 15:00:00,24-07-2020 01:09,Falaknuma,SHOPLIFTING
2020-07-23 16:00:00,24-07-2020 15:42,Kachiguda,TRAFFIC VIOLATION
2020-07-23 17:00:00,24-07-2020 13:55,Malakpet,SEXUAL ASSAULT
2020-07-23 18:00:00,24-07-2020 15:12,Uppal,BURGLARY
2020-07-23 19:00:00,24-07-2020 18:46,Basheerbagh,FRAUD
2020-07-23 20:00:00,24-07-2020 12:04,Falaknuma,SEXUAL ASSAULT
2020-07-23 21:00:00,24-07-2020 06:44,Falaknuma,KIDNAPPING
2020-07-23 22:00:00,24-07-2020 03:54,Falaknuma,DRUG OFFENSE
2020-07-23 23:00:00,24-07-2020 05:12,Kishan Bagh,BURGLARY
2020-07-24 00:00:00,24-07-2020 22:15,Basheerbagh,BURGLARY
2020-07-24 01:00:00,24-07-2020 14:28,Falaknuma,SEXUAL ASSAULT
2020-07-24 02:00:00,24-07-2020 02:26,Madhapur,VANDALISM
2020-07-24 03:00:00,25-07-2020 01:35,Shamshabad,CYBERCRIME
2020-07-24 04:00:00,24-07-2020 17:24,Falaknuma,HOMICIDE
2020-07-24 05:00:00,24-07-2020 20:48,Jahanuma,ASSAULT
2020-07-24 06:00:00,25-07-2020 05:54,Kachiguda,FIREARM OFFENSE
2020-07-24 07:00:00,24-07-2020 09:56,Falaknuma,BURGLARY
2020-07-24 08:00:00,24-07-2020 16:47,Shamshabad,CYBERCRIME
2020-07-24 09:00:00,24-07-2020 23:43,Kachiguda,ILLEGAL POSSESSION
2020-07-24 10:00:00,24-07-2020 13:36,Madhapur,IDENTITY THEFT
2020-07-24 11:00:00,25-07-2020 02:43,Kachiguda,CYBERCRIME
2020-07-24 12:00:00,24-07-2020 14:52,Madhapur,FRAUD
2020-07-24 13:00:00,24-07-2020 22:31,Ameerpet,TRAFFIC VIOLATION
2020-07-24 14:00:00,24-07-2020 20:16,Basheerbagh,SEXUAL ASSAULT
2020-07-24 15:00:00,25-07-2020 14:23,Falaknuma,IDENTITY THEFT
2020-07-24 16:00:00,25-07-2020 00:50,Kachiguda,VEHICLE - STOLEN
2020-07-24 17:00:00,25-07-2020 14:21,Hyderguda,IDENTITY THEFT
2020-07-24 18:00:00,25-07-2020 02:25,Charminar,IDENTITY THEFT
2020-07-24 19:00:00,25-07-2020 06:42,Charminar,PUBLIC INTOXICATION
2020-07-24 20:00:00,24-07-2020 22:31,Saidabad,VEHICLE - STOLEN
2020-07-24 21:00:00,24-07-2020 22:06,Afzalgunj,PUBLIC INTOXICATION
2020-07-24 22:00:00,25-07-2020 08:05,Falaknuma,SEXUAL ASSAULT
2020-07-24 23:00:00,25-07-2020 11:29,Ameerpet,VEHICLE - STOLEN
2020-07-25 00:00:00,25-07-2020 02:40,Falaknuma,CYBERCRIME
2020-07-25 01:00:00,25-07-2020 06:15,Hyderguda,BURGLARY
2020-07-25 02:00:00,25-07-2020 22:21,Hyderguda,TRAFFIC VIOLATION
2020-07-25 03:00:00,25-07-2020 20:38,Afzalgunj,PUBLIC INTOXICATION
2020-07-25 04:00:00,26-07-2020 00:20,Falaknuma,PUBLIC INTOXICATION
2020-07-25 05:00:00,26-07-2020 03:54,Falaknuma,CYBERCRIME
2020-07-25 06:00:00,25-07-2020 21:56,Madhapur,ROBBERY
2020-07-25 07:00:00,26-07-2020 04:13,Madhapur,CYBERCRIME
2020-07-25 08:00:00,26-07-2020 07:54,Hyderguda,VEHICLE - STOLEN
2020-07-25 09:00:00,26-07-2020 01:45,Basheerbagh,SHOPLIFTING
2020-07-25 10:00:00,25-07-2020 18:59,Patancheru,HOMICIDE
2020-07-25 11:00:00,25-07-2020 15:20,Hi-Tech City,FRAUD
2020-07-25 12:00:00,26-07-2020 10:35,Musheerabad,FRAUD
2020-07-25 13:00:00,25-07-2020 20:47,Basheerbagh,VANDALISM
2020-07-25 14:00:00,26-07-2020 11:41,Falaknuma,VANDALISM
2020-07-25 15:00:00,25-07-2020 19:16,Ameerpet,ILLEGAL POSSESSION
2020-07-25 16:00:00,25-07-2020 18:10,Patancheru,BURGLARY
2020-07-25 17:00:00,26-07-2020 09:05,Secunderabad,PUBLIC INTOXICATION
2020-07-25 18:00:00,25-07-2020 20:10,Jahanuma,ILLEGAL POSSESSION
2020-07-25 19:00:00,26-07-2020 14:20,Nacharam,SHOPLIFTING
2020-07-25 20:00:00,26-07-2020 16:30,Basheerbagh,VANDALISM
2020-07-25 21:00:00,26-07-2020 15:42,Falaknuma,VEHICLE - STOLEN
2020-07-25 22:00:00,26-07-2020 00:11,Falaknuma,FIREARM OFFENSE
2020-07-25 23:00:00,26-07-2020 05:30,Falaknuma,ARSON
2020-07-26 00:00:00,26-07-2020 19:26,Ibrahimpatnam,SHOPLIFTING
2020-07-26 01:00:00,26-07-2020 07:14,Patancheru,FRAUD
2020-07-26 02:00:00,26-07-2020 22:53,Ameerpet,FIREARM OFFENSE
2020-07-26 03:00:00,26-07-2020 11:35,Lingampally,SHOPLIFTING
2020-07-26 04:00:00,26-07-2020 16:35,Patancheru,ROBBERY
2020-07-26 05:00:00,26-07-2020 18:20,Falaknuma,DOMESTIC VIOLENCE
2020-07-26 06:00:00,26-07-2020 12:42,Begum Bazar,HOMICIDE
2020-07-26 07:00:00,26-07-2020 15:56,Madhapur,SHOPLIFTING
2020-07-26 08:00:00,26-07-2020 20:13,Charminar,BURGLARY
2020-07-26 09:00:00,26-07-2020 23:51,Hyderguda,IDENTITY THEFT
2020-07-26 10:00:00,26-07-2020 14:30,Kanchanbagh,KIDNAPPING
2020-07-26 11:00:00,27-07-2020 09:47,Basheerbagh,PUBLIC INTOXICATION
2020-07-26 12:00:00,26-07-2020 12:40,Patancheru,ARSON
2020-07-26 13:00:00,27-07-2020 02:22,Madhapur,DOMESTIC VIOLENCE
2020-07-26 14:00:00,27-07-2020 11:49,Kachiguda,SEXUAL ASSAULT
2020-07-26 15:00:00,27-07-2020 14:12,Saidabad,EXTORTION
2020-07-26 16:00:00,26-07-2020 20:51,Kachiguda,BURGLARY
2020-07-26 17:00:00,27-07-2020 06:21,Madhapur,BURGLARY
2020-07-26 18:00:00,26-07-2020 21:03,L B Nagar,EXTORTION
2020-07-26 19:00:00,27-07-2020 06:04,Lingampally,CYBERCRIME
2020-07-26 20:00:00,27-07-2020 11:30,Falaknuma,BURGLARY
